prec_no,block_no,prec_name,block_name,ob_type
50,0989,静岡県,掛川,a
50,1105,静岡県,熊,a
50,1106,静岡県,三倉,a
50,1114,静岡県,梅ケ島,a
50,1243,静岡県,清水,a
50,1244,静岡県,磐田,a
50,1335,静岡県,菊川牧之原,a
50,1338,静岡県,井川,a
50,1393,静岡県,三倉,a
50,1440,静岡県,鍵穴,a
50,47639,静岡県,富士山,s
50,1601,静岡県,静岡空港,a
50,1662,静岡県,春野,a
50,1668,静岡県,有東木,a
50,1673,静岡県,熱海伊豆山,a
51,0460,愛知県,一宮,a
51,0461,愛知県,豊山,a
51,0462,愛知県,茶臼山,a
51,47636,愛知県,名古屋,s
51,0464,愛知県,豊田,a
51,0465,愛知県,東海,a
51,0466,愛知県,出来山,a
51,0467,愛知県,岡崎,a
51,0468,愛知県,作手,a
51,0469,愛知県,一色,a
51,0470,愛知県,豊橋,a
51,47653,愛知県,伊良湖,s
51,0472,愛知県,田原,a
51,0982,愛知県,稲武,a
51,0983,愛知県,蟹江,a
51,0984,愛知県,南知多,a
51,1166,愛知県,小原,a
51,1341,愛知県,鳳来,a
51,1344,愛知県,蒲郡,a
51,1346,愛知県,愛西,a
51,1541,愛知県,新城,a
51,1555,愛知県,セントレア,a
51,1576,愛知県,阿蔵,a
51,1638,愛知県,大府,a
52,0473,岐阜県,神岡,a
52,0474,岐阜県,流葉山,a
52,0475,岐阜県,森茂,a
52,47617,岐阜県,高山,s
52,0477,岐阜県,乗鞍岳,a
52,0478,岐阜県,大日岳,a
52,0479,岐阜県,新渕山,a
52,0480,岐阜県,船山,a
52,0481,岐阜県,白尾山,a
52,0482,岐阜県,白鳥,a
52,0483,岐阜県,萩原,a
52,0484,岐阜県,蕪山,a
52,0485,岐阜県,八幡,a
52,0486,岐阜県,樽見,a
52,0487,岐阜県,金山,a
52,0488,岐阜県,三界山,a
52,0489,岐阜県,権現山,a
52,0490,岐阜県,伽藍,a
52,0491,岐阜県,美濃加茂,a
52,0492,岐阜県,柄石峠,a
52,0493,岐阜県,恵那,a
52,0494,岐阜県,中津川,a
52,0495,岐阜県,関ケ原,a
52,0496,岐阜県,大垣,a
52,47632,岐阜県,岐阜,s
52,0498,岐阜県,三森山,a
52,1057,岐阜県,美濃,a
52,1058,岐阜県,多治見,a
52,1059,岐阜県,上石津,a
52,1061,岐阜県,栃尾,a
52,1066,岐阜県,宮地,a
52,1153,岐阜県,平井,a
52,1299,岐阜県,長滝,a
52,1301,岐阜県,揖斐川,a
52,1305,岐阜県,六厩,a
52,1306,岐阜県,白川,a
52,1308,岐阜県,河合,a
52,1311,岐阜県,宮之前,a
52,1313,岐阜県,黒川,a
52,1363,岐阜県,大日,a
52,1384,岐阜県,付知,a
52,1387,岐阜県,御母衣,a
52,1390,岐阜県,小津,a
52,1396,岐阜県,十二岳,a
52,1436,岐阜県,ひるがの,a
52,1437,岐阜県,清見,a
52,1438,岐阜県,丹生川,a
52,1577,岐阜県,関市板取,a
53,0499,三重県,北勢,a
53,0500,三重県,桑名,a
53,0501,三重県,雲母峰,a
53,47684,三重県,四日市,s
53,0503,三重県,亀山,a
53,47649,三重県,上野,s
53,0505,三重県,笠取山,a
53,47651,三重県,津,s
53,0507,三重県,名張,a
53,0508,三重県,国見山,a
53,0509,三重県,小俣,a
53,0510,三重県,粥見,a
53,0511,三重県,藤坂峠,a
53,47663,三重県,尾鷲,s
53,0513,三重県,八幡峠,a
53,0514,三重県,熊野,a
53,0918,三重県,大台,a
53,0990,三重県,松阪,a
53,0991,三重県,磯部,a
53,1230,三重県,鳥羽,a
53,1255,三重県,宮川,a
53,1258,三重県,南伊勢,a
53,1349,三重県,紀伊長島,a
53,1356,三重県,白山,a
53,1381,三重県,阿児,a
53,1423,三重県,御浜,a
53,1532,三重県,熊野新鹿,a
54,0515,新潟県,村上,a
54,0516,新潟県,鷲ケ巣山,a
54,47602,新潟県,相川,s
54,0518,新潟県,両津,a
54,47604,新潟県,新潟,s
54,0520,新潟県,二王子岳,a
54,0521,新潟県,新津,a
54,0522,新潟県,巻,a
54,0523,新潟県,宝珠山,a
54,0524,新潟県,寺泊,a
54,0525,新潟県,三条,a
54,0526,新潟県,村松,a
54,0527,新潟県,津川,a
54,0528,新潟県,粟ヶ岳,a
54,0529,新潟県,長岡,a
54,0530,新潟県,栃尾,a
54,0531,新潟県,守門岳,a
54,0532,新潟県,柏崎,a
54,0533,新潟県,桜坂峠,a
54,0534,新潟県,小出,a
54,47612,新潟県,高田,s
54,0536,新潟県,安塚,a
54,0537,新潟県,十日町,a
54,0538,新潟県,枝折峠,a
54,0539,新潟県,糸魚川,a
54,0540,新潟県,能生,a
54,0541,新潟県,光ケ原,a
54,0542,新潟県,大沢峠,a
54,0543,新潟県,津南,a
54,0544,新潟県,湯沢,a
54,0545,新潟県,袴岳,a
54,0995,新潟県,粟島,a
54,0996,新潟県,羽茂,a
54,0997,新潟県,守門,a
54,0998,新潟県,関山,a
54,1060,新潟県,下関,a
54,1102,新潟県,鍵取,a
54,1111,新潟県,赤谷,a
54,1154,新潟県,小国,a
54,1155,新潟県,松代,a
54,1256,新潟県,高根,a
54,1297,新潟県,平岩,a
54,1302,新潟県,大潟,a
54,1315,新潟県,弾崎,a
54,1318,新潟県,中条,a
54,1369,新潟県,三面,a
54,1370,新潟県,大湯,a
54,1395,新潟県,塩沢,a
54,1398,新潟県,宮寄上,a
54,1424,新潟県,樽本,a
54,1426,新潟県,川谷,a
54,1427,新潟県,筒方,a
54,1444,新潟県,室谷,a
54,1469,新潟県,松浜,a
54,1514,新潟県,秋津,a
54,1645,新潟県,瓢湖,a
55,0546,富山県,朝日,a
55,0547,富山県,魚津,a
55,0548,富山県,宇奈月,a
55,0549,富山県,嘉例沢,a
55,47606,富山県,伏木,s
55,47607,富山県,富山,s
55,0552,富山県,砺波,a
55,0553,富山県,上市,a
55,0554,富山県,南砺高宮,a
55,0555,富山県,八尾,a
55,0556,富山県,小谷,a
55,0557,富山県,立山,a
55,0558,富山県,細尾峠,a
55,0559,富山県,谷折,a
55,1309,富山県,氷見,a
55,1412,富山県,宇奈月,a
55,1413,富山県,平,a
55,1414,富山県,大山,a
55,1415,富山県,細入,a
55,1455,富山県,猪谷,a
55,1533,富山県,秋ヶ島,a
55,1553,富山県,五箇山,a
55,1621,富山県,立山芦峅,a
56,0560,石川県,珠洲,a
56,47600,石川県,輪島,s
56,0562,石川県,門前,a
56,0563,石川県,木原岳,a
56,0564,石川県,志賀,a
56,0565,石川県,七尾,a
56,0566,石川県,羽咋,a
56,0567,石川県,かほく,a
56,0568,石川県,宝達山,a
56,47605,石川県,金沢,s
56,0570,石川県,医王山,a
56,0571,石川県,加賀中津原,a
56,0973,石川県,白山河内,a
56,1171,石川県,白山白峰,a
56,1324,石川県,小松,a
56,1486,石川県,穴水,a
56,1544,石川県,三井,a
56,1545,石川県,宝達志水,a
56,1650,石川県,舳倉島,a
57,47616,福井県,福井,s
57,0573,福井県,大野,a
57,0574,福井県,タイラ山,a
57,0575,福井県,春日野,a
57,0576,福井県,板垣,a
57,0577,福井県,今庄,a
57,47631,福井県,敦賀,s
57,0579,福井県,小浜,a
57,0974,福井県,美山,a
57,0975,福井県,川上,a
57,1010,福井県,美浜,a
57,1071,福井県,三国,a
57,1226,福井県,勝山,a
57,1316,福井県,越廼,a
57,1382,福井県,九頭竜,a
57,1454,福井県,大飯,a
57,1537,福井県,春江,a
57,1565,福井県,武生,a
60,0580,滋賀県,今津,a
60,0581,滋賀県,荒川,a
60,0582,滋賀県,春照,a
60,47761,滋賀県,彦根,s
60,0584,滋賀県,近江八幡,a
60,0585,滋賀県,君ケ畑台地,a
60,0586,滋賀県,大津,a
60,0587,滋賀県,土山,a
60,0963,滋賀県,東近江,a
60,0964,滋賀県,信楽,a
60,0976,滋賀県,長浜,a
60,1083,滋賀県,南小松,a
60,1087,滋賀県,柳ケ瀬,a
60,1361,滋賀県,霜ケ原,a
60,1524,滋賀県,米原,a
60,1578,滋賀県,朽木平良,a
60,47751,滋賀県,伊吹山,s
61,0588,京都府,峰山,a
61,0589,京都府,宮津,a
61,47750,京都府,舞鶴,s
61,0591,京都府,仏坂,a
61,0592,京都府,浅原山,a
61,0593,京都府,福知山,a
61,0594,京都府,胡麻,a
61,0595,京都府,妙高山,a
61,0596,京都府,園部,a
61,47759,京都府,京都,s
61,0598,京都府,京田辺,a
61,0599,京都府,鷲峰山,a
61,0920,京都府,花背峠,a
61,0927,京都府,知井,a
61,0928,京都府,京北,a
61,0965,京都府,間人,a
61,0966,京都府,本庄,a
61,1025,京都府,長岡京,a
61,1160,京都府,睦寄,a
61,1303,京都府,美山,a
61,1378,京都府,須知,a
61,1379,京都府,三岳,a
61,1380,京都府,綾部,a
61,1383,京都府,三和,a
61,1641,京都府,坂浦,a
61,1671,京都府,綾部山家,a
62,0600,大阪府,能勢,a
62,0601,大阪府,箕面,a
62,0602,大阪府,豊中,a
62,47772,大阪府,大阪,s
62,0604,大阪府,生駒山,a
62,0605,大阪府,河内長野,a
62,0606,大阪府,熊取,a
62,1062,大阪府,堺,a
62,1065,大阪府,枚方,a
62,1470,大阪府,八尾,a
62,1471,大阪府,関空島,a
62,1602,大阪府,茨木,a
63,0607,兵庫県,香住,a
63,0608,兵庫県,温泉,a
63,0609,兵庫県,三川山,a
63,47747,兵庫県,豊岡,s
63,0611,兵庫県,八鹿,a
63,0612,兵庫県,和田山,a
63,0613,兵庫県,生野,a
63,0614,兵庫県,柏原,a
63,0615,兵庫県,一宮,a
63,0616,兵庫県,笠形山,a
63,0617,兵庫県,佐用,a
63,0618,兵庫県,後川,a
63,0619,兵庫県,上郡,a
63,0620,兵庫県,的場山,a
63,47769,兵庫県,姫路,s
63,0622,兵庫県,名塩,a
63,0623,兵庫県,六甲山,a
63,0624,兵庫県,家島,a
63,0625,兵庫県,明石,a
63,47770,兵庫県,神戸,s
63,47776,兵庫県,洲本,s
63,0628,兵庫県,福良,a
63,0956,兵庫県,西脇,a
63,0967,兵庫県,大屋,a
63,0968,兵庫県,福崎,a
63,0969,兵庫県,三田,a
63,0970,兵庫県,郡家,a
63,0977,兵庫県,兎和野高原,a
63,1227,兵庫県,三木,a
63,1337,兵庫県,南淡,a
63,1448,兵庫県,淡路町,a
63,1449,兵庫県,芦屋,a
63,1450,兵庫県,神戸塩屋,a
63,1587,兵庫県,神戸空港,a
63,1588,兵庫県,西宮,a
64,47780,奈良県,奈良,s
64,0630,奈良県,針,a
64,0631,奈良県,田原本,a
64,0632,奈良県,曽爾,a
64,0633,奈良県,大宇陀,a
64,0634,奈良県,高見山,a
64,0635,奈良県,五條,a
64,0636,奈良県,天辻,a
64,0637,奈良県,山上ケ岳,a
64,0638,奈良県,荒神岳,a
64,0639,奈良県,日出岳,a
64,0640,奈良県,上野地,a
64,0641,奈良県,玉置山,a
64,0957,奈良県,上北山,a
64,1228,奈良県,風屋,a
64,1366,奈良県,高見,a
64,1376,奈良県,葛城,a
64,1377,奈良県,壷坂,a
64,1439,奈良県,吉野,a
64,1619,奈良県,天川,a
64,1649,奈良県,下北山,a
64,1669,奈良県,葛川,a
65,0642,和歌山県,葛城山,a
65,47777,和歌山県,和歌山,s
65,0644,和歌山県,岩出,a
65,0645,和歌山県,高野山,a
65,0646,和歌山県,護摩壇山,a
65,0647,和歌山県,御坊,a
65,0648,和歌山県,虎ケ峰峠,a
65,0649,和歌山県,新宮,a
65,0650,和歌山県,白浜,a
65,0651,和歌山県,日置川,a
65,47778,和歌山県,潮岬,s
65,0971,和歌山県,栗栖川,a
65,0978,和歌山県,湯浅,a
65,1063,和歌山県,清水,a
65,1074,和歌山県,本宮,a
65,1089,和歌山県,龍神,a
65,1172,和歌山県,色川,a
65,1342,和歌山県,かつらぎ,a
65,1347,和歌山県,西川,a
65,1457,和歌山県,友ケ島,a
65,1485,和歌山県,川辺,a
65,1589,和歌山県,南紀白浜,a
66,0653,岡山県,大空山,a
66,0654,岡山県,那岐山,a
66,0655,岡山県,今岡,a
66,0656,岡山県,久世,a
66,47756,岡山県,津山,s
66,0658,岡山県,新見,a
66,0659,岡山県,天子山,a
66,0660,岡山県,赤磐,a
66,0661,岡山県,陣山,a
66,0662,岡山県,大平山,a
66,0663,岡山県,福渡,a
66,0664,岡山県,和気,a
66,0665,岡山県,佐屋,a
66,0666,岡山県,矢掛,a
66,47768,岡山県,岡山,s
66,0668,岡山県,虫明,a
66,0669,岡山県,倉敷,a
66,0670,岡山県,玉野,a
66,0919,岡山県,笠岡,a
66,0929,岡山県,下呰部,a
66,0930,岡山県,高梁,a
66,1140,岡山県,奈義,a
66,1328,岡山県,上長田,a
66,1330,岡山県,千屋,a
66,1371,岡山県,恩原,a
66,1531,岡山県,日応寺,a
66,1584,岡山県,富,a
66,1585,岡山県,吉備中央,a
66,1618,岡山県,旭西,a
67,0671,広島県,道後山,a
67,0672,広島県,安田山,a
67,0673,広島県,犬伏山,a
67,0674,広島県,三次,a
67,0675,広島県,庄原,a
67,0676,広島県,大朝,a
67,0677,広島県,加計,a
67,0678,広島県,海見山,a
67,0679,広島県,上下,a
67,0680,広島県,内黒山,a
67,0681,広島県,世羅,a
67,0682,広島県,恵下谷山,a
67,0683,広島県,東広島,a
67,47767,広島県,福山,s
67,47765,広島県,広島,s
67,0686,広島県,竹原,a
67,0687,広島県,生口島,a
67,0688,広島県,大竹,a
67,47766,広島県,呉,s
67,0690,広島県,倉橋,a
67,0947,広島県,高野,a
67,0948,広島県,東城,a
67,0949,広島県,甲田,a
67,0950,広島県,三入,a
67,0951,広島県,府中,a
67,0952,広島県,河内,a
67,0953,広島県,久比,a
67,1163,広島県,志和,a
67,1257,広島県,王泊,a
67,1262,広島県,八幡,a
67,1325,広島県,油木,a
67,1326,広島県,廿日市津田,a
67,1472,広島県,本郷,a
67,1575,広島県,佐伯湯来,a
67,1579,広島県,都志見,a
67,1582,広島県,君田,a
67,1583,広島県,美土里,a
67,1603,広島県,安宿,a
67,1606,広島県,呉市蒲刈,a
68,47740,島根県,西郷,s
68,0692,島根県,西ノ島,a
68,0693,島根県,鹿島,a
68,0694,島根県,斐川,a
68,47741,島根県,松江,s
68,0696,島根県,大東,a
68,0697,島根県,大田,a
68,0698,島根県,掛合,a
68,0699,島根県,横田,a
68,0700,島根県,吾妻山,a
68,0701,島根県,川本,a
68,47755,島根県,浜田,s
68,0703,島根県,三隅,a
68,0704,島根県,益田,a
68,0705,島根県,聖山,a
68,0706,島根県,十種峯,a
68,0707,島根県,津和野,a
68,0954,島根県,佐田,a
68,1093,島根県,桜江,a
68,1094,島根県,瑞穂,a
68,1095,島根県,伯太,a
68,1175,島根県,波佐,a
68,1176,島根県,匹見,a
68,1307,島根県,海士,a
68,1310,島根県,出雲,a
68,1320,島根県,赤名,a
68,1321,島根県,弥栄,a
68,1322,島根県,六日市,a
68,1336,島根県,福光,a
68,1362,島根県,原山,a
68,1473,島根県,西郷岬,a
68,1474,島根県,高津,a
68,1592,島根県,吉賀,a
69,47742,鳥取県,境,s
69,47746,鳥取県,鳥取,s
69,47744,鳥取県,米子,s
69,0709,鳥取県,青谷,a
69,0711,鳥取県,岩井,a
69,0713,鳥取県,倉吉,a
69,0714,鳥取県,菅俵原,a
69,0715,鳥取県,霊石山,a
69,0716,鳥取県,大山,a
69,0717,鳥取県,古峠山,a
69,0718,鳥取県,智頭,a
69,0938,鳥取県,日南,a
69,1177,鳥取県,関金,a
69,1178,鳥取県,若桜,a
69,1231,鳥取県,塩津,a
69,1304,鳥取県,茶屋,a
69,1385,鳥取県,佐治,a
69,1389,鳥取県,江尾,a
69,1391,鳥取県,鹿野,a
69,1519,鳥取県,湖山,a
71,0719,徳島県,大山寺,a
71,0720,徳島県,池田,a
71,47895,徳島県,徳島,s
71,0722,徳島県,江田山,a
71,0723,徳島県,太竜寺山,a
71,0724,徳島県,日和佐,a
71,0725,徳島県,宍喰,a
71,0972,徳島県,穴吹,a
71,1098,徳島県,福原旭,a
71,1242,徳島県,蒲生田,a
71,1252,徳島県,京上,a
71,1327,徳島県,半田,a
71,1352,徳島県,木頭,a
71,1358,徳島県,旭丸,a
71,47894,徳島県,剣山,s
71,1604,徳島県,海陽,a
72,0726,香川県,内海,a
72,47891,香川県,高松,s
72,47890,香川県,多度津,s
72,0729,香川県,滝宮,a
72,0730,香川県,引田,a
72,0731,香川県,竜王山,a
72,1239,香川県,財田,a
72,1475,香川県,香南,a
73,0732,愛媛県,大三島,a
73,0733,愛媛県,玉川,a
73,0734,愛媛県,新居浜,a
73,0735,愛媛県,四国中央,a
73,47887,愛媛県,松山,s
73,0737,愛媛県,上林,a
73,0738,愛媛県,成就社,a
73,0739,愛媛県,長浜,a
73,0740,愛媛県,中山,a
73,0741,愛媛県,久万,a
73,0742,愛媛県,獅子越峠,a
73,0743,愛媛県,八幡浜,a
73,47892,愛媛県,宇和島,s
73,0745,愛媛県,御荘,a
73,0958,愛媛県,西条,a
73,0959,愛媛県,大洲,a
73,0960,愛媛県,三崎,a
73,0961,愛媛県,宇和,a
73,1077,愛媛県,今治,a
73,1260,愛媛県,富郷,a
73,1350,愛媛県,近永,a
73,1456,愛媛県,瀬戸,a
73,1521,愛媛県,松山南吉田,a
74,0746,高知県,本山,a
74,0747,高知県,繁藤,a
74,0748,高知県,佐川,a
74,0749,高知県,成山,a
74,47893,高知県,高知,s
74,0751,高知県,南国,a
74,0752,高知県,芸西,a
74,0753,高知県,鳥形山,a
74,0754,高知県,船戸,a
74,0755,高知県,安芸,a
74,0756,高知県,須崎,a
74,0757,高知県,佐喜浜,a
74,0758,高知県,窪川,a
74,47899,高知県,室戸岬,s
74,0760,高知県,堂ケ森,a
74,0761,高知県,大正,a
74,47897,高知県,宿毛,s
74,0763,高知県,中村,a
74,47898,高知県,清水,s
74,0921,高知県,梼原,a
74,0955,高知県,田野,a
74,1179,高知県,池川,a
74,1229,高知県,大栃,a
74,1233,高知県,佐賀,a
74,1235,高知県,江川崎,a
74,1249,高知県,後免,a
74,1281,高知県,魚梁瀬,a
74,1351,高知県,本川,a
74,1476,高知県,南国日章,a
74,1556,高知県,三崎,a
81,0765,山口県,須佐,a
81,47754,山口県,萩,s
81,0767,山口県,徳佐,a
81,0768,山口県,鍋提峠,a
81,0769,山口県,秋吉台,a
81,0770,山口県,瀬戸原,a
81,0771,山口県,広瀬,a
81,0772,山口県,豊田,a
81,0773,山口県,桜山,a
81,47784,山口県,山口,s
81,0775,山口県,防府,a
81,0776,山口県,下松,a
81,47762,山口県,下関,s
81,0778,山口県,宇部,a
81,0779,山口県,安下庄,a
81,0913,山口県,玖珂,a
81,0939,山口県,油谷,a
81,0940,山口県,岩国,a
81,0941,山口県,周東,a
81,0942,山口県,柳井,a
81,1100,山口県,羅漢山,a
81,1101,山口県,長野山,a
81,1261,山口県,和田,a
81,1367,山口県,篠生,a
81,1614,山口県,鹿野,a
81,1620,山口県,東厚保,a
82,0780,福岡県,八幡,a
82,0781,福岡県,小倉,a
82,0782,福岡県,行橋,a
82,0783,福岡県,篠栗,a
82,47809,福岡県,飯塚,s
82,0785,福岡県,前原,a
82,47807,福岡県,福岡,s
82,0787,福岡県,九千部山,a
82,0788,福岡県,朝倉,a
82,0789,福岡県,英彦山,a
82,0790,福岡県,久留米,a
82,0791,福岡県,耳納山,a
82,0792,福岡県,黒木,a
82,0793,福岡県,大牟田,a
82,0943,福岡県,宗像,a
82,0944,福岡県,頂吉,a
82,0945,福岡県,柳川,a
82,1046,福岡県,添田,a
82,1141,福岡県,太宰府,a
82,1477,福岡県,博多,a
82,1527,福岡県,曽根,a
82,1590,福岡県,空港北町,a
82,1611,福岡県,早良脇山,a
82,1637,福岡県,東谷,a
82,1657,福岡県,小呂島,a
83,0794,大分県,中津,a
83,0795,大分県,豊後高田,a
83,0796,大分県,武蔵,a
83,0797,大分県,伏木,a
83,47814,大分県,日田,s
83,0799,大分県,湯布院,a
83,47815,大分県,大分,s
83,0801,大分県,佐賀関,a
83,0802,大分県,釈迦岳,a
83,0803,大分県,湯平,a
83,0804,大分県,温見,a
83,0805,大分県,犬飼,a
83,0806,大分県,竹田,a
83,0807,大分県,出羽,a
83,0808,大分県,佐伯,a
83,0809,大分県,倉木,a
83,0810,大分県,蒲江,a
83,0931,大分県,院内,a
83,0932,大分県,玖珠,a
83,0933,大分県,臼杵,a
83,0979,大分県,耶馬渓,a
83,1137,大分県,国見,a
83,1142,大分県,宇目,a
83,1157,大分県,別府,a
83,1237,大分県,杵築,a
83,1554,大分県,椿ヶ鼻,a
84,0811,長崎県,佐須奈,a
84,47800,長崎県,厳原,s
84,47805,長崎県,平戸,s
84,0814,長崎県,松浦,a
84,0815,長崎県,国見山,a
84,47812,長崎県,佐世保,s
84,0817,長崎県,大瀬戸,a
84,0818,長崎県,長浦岳,a
84,0819,長崎県,五家原岳,a
84,0820,長崎県,諫早,a
84,47817,長崎県,長崎,s
84,47818,長崎県,雲仙岳,s
84,47843,長崎県,福江,s
84,0922,長崎県,口之津,a
84,0962,長崎県,島原,a
84,1080,長崎県,有川,a
84,1084,長崎県,大村,a
84,1138,長崎県,有川,a
84,1144,長崎県,芦辺,a
84,1441,長崎県,野母崎,a
84,1442,長崎県,深江,a
84,1446,長崎県,普賢岳,a
84,1451,長崎県,百花台,a
84,1452,長崎県,千々石,a
84,1453,長崎県,鰐浦,a
84,1478,長崎県,石田,a
84,1479,長崎県,上大津,a
84,1535,長崎県,小値賀,a
84,1536,長崎県,頭ヶ島,a
84,1538,長崎県,美津島,a
84,1670,長崎県,脇岬,a
84,1672,長崎県,西海,a
84,1676,長崎県,絹笠山,a
85,0824,佐賀県,枝去木,a
85,0825,佐賀県,和多田,a
85,0826,佐賀県,権現山,a
85,0827,佐賀県,八幡岳,a
85,47813,佐賀県,佐賀,s
85,0829,佐賀県,白石,a
85,0830,佐賀県,嬉野,a
85,0831,佐賀県,多良岳,a
85,1075,佐賀県,伊万里,a
85,1480,佐賀県,川副,a
85,1610,佐賀県,唐津,a
85,1612,佐賀県,鳥栖,a
85,1616,佐賀県,北山,a
85,1667,佐賀県,大町,a
86,0832,熊本県,鹿北,a
86,0833,熊本県,南小国,a
86,0834,熊本県,岱明,a
86,0835,熊本県,菊池,a
86,0836,熊本県,鞍岳,a
86,47819,熊本県,熊本,s
86,0838,熊本県,俵山,a
86,47821,熊本県,阿蘇山,s
86,0840,熊本県,高森,a
86,0841,熊本県,間の谷山,a
86,0842,熊本県,甲佐,a
86,0843,熊本県,松島,a
86,0844,熊本県,大金峰,a
86,0845,熊本県,本渡,a
86,0846,熊本県,八代,a
86,47824,熊本県,人吉,s
86,47838,熊本県,牛深,s
86,0850,熊本県,一里山,a
86,0851,熊本県,白髪岳,a
86,0923,熊本県,益城,a
86,0924,熊本県,水俣,a
86,0925,熊本県,多良木,a
86,0926,熊本県,上,a
86,0946,熊本県,田浦,a
86,1081,熊本県,三角,a
86,1086,熊本県,湯前横谷,a
86,1088,熊本県,茶臼峠,a
86,1156,熊本県,屋形山,a
86,1158,熊本県,五家荘,a
86,1240,熊本県,阿蘇乙姫,a
86,1368,熊本県,五木,a
86,1435,熊本県,山江,a
86,1580,熊本県,宇土,a
86,1581,熊本県,一勝地,a
86,0847,熊本県,戦山,a
86,1613,熊本県,山都,a
86,1660,熊本県,南阿蘇,a
87,0852,宮崎県,高千穂,a
87,0853,宮崎県,大中尾,a
87,0854,宮崎県,中小屋,a
87,47822,宮崎県,延岡,s
87,0856,宮崎県,猪原,a
87,0857,宮崎県,日向,a
87,0858,宮崎県,矢櫃岳,a
87,0859,宮崎県,高鍋,a
87,0860,宮崎県,加久藤,a
87,0861,宮崎県,西都,a
87,0862,宮崎県,えびの高原,a
87,0863,宮崎県,小林,a
87,0864,宮崎県,野尻,a
87,0865,宮崎県,国富,a
87,47830,宮崎県,宮崎,s
87,0867,宮崎県,霧島御池,a
87,0868,宮崎県,青島,a
87,47829,宮崎県,都城,s
87,0870,宮崎県,鰐塚山,a
87,47835,宮崎県,油津,s
87,0872,宮崎県,串間,a
87,1135,宮崎県,古江,a
87,1164,宮崎県,深瀬,a
87,1275,宮崎県,見立,a
87,1343,宮崎県,諸塚,a
87,1345,宮崎県,西米良,a
87,1348,宮崎県,鞍岡,a
87,1353,宮崎県,神門,a
87,1432,宮崎県,北方,a
87,1433,宮崎県,上椎葉,a
87,1481,宮崎県,赤江,a
87,1608,宮崎県,都農,a
87,1609,宮崎県,日之影,a
87,1623,宮崎県,高原,a
87,1624,宮崎県,山田,a
87,1636,宮崎県,椎葉,a
87,1663,宮崎県,田野,a
88,47823,鹿児島県,阿久根,s
88,0874,鹿児島県,古原野,a
88,0875,鹿児島県,大口,a
88,0876,鹿児島県,魚野越,a
88,0877,鹿児島県,紫尾山,a
88,0878,鹿児島県,さつま柏原,a
88,0879,鹿児島県,中甑,a
88,0880,鹿児島県,川内,a
88,0881,鹿児島県,溝辺,a
88,0882,鹿児島県,八重山,a
88,0883,鹿児島県,東市来,a
88,0884,鹿児島県,権現ケ尾,a
88,47827,鹿児島県,鹿児島,s
88,0886,鹿児島県,高峠,a
88,0887,鹿児島県,加世田,a
88,0888,鹿児島県,吉ケ別府,a
88,0890,鹿児島県,喜入,a
88,0891,鹿児島県,肝属川,a
88,47831,鹿児島県,枕崎,s
88,0893,鹿児島県,指宿,a
88,0894,鹿児島県,甫与志岳,a
88,0895,鹿児島県,内之浦,a
88,47837,鹿児島県,種子島,s
88,0897,鹿児島県,中種子,a
88,0898,鹿児島県,上中,a
88,0899,鹿児島県,尾之間,a
88,47909,鹿児島県,名瀬,s
88,47836,鹿児島県,屋久島,s
88,47942,鹿児島県,沖永良部,s
88,0934,鹿児島県,出水,a
88,0935,鹿児島県,牧之原,a
88,0936,鹿児島県,志布志,a
88,0937,鹿児島県,鹿屋,a
88,0980,鹿児島県,古仁屋,a
88,1104,鹿児島県,矢止岳,a
88,1136,鹿児島県,田代,a
88,1139,鹿児島県,伊仙,a
88,1146,鹿児島県,輝北,a
88,1149,鹿児島県,大隅,a
88,1161,鹿児島県,佐多,a
88,1181,鹿児島県,肝付前田,a
88,1277,鹿児島県,与論島,a
88,1296,鹿児島県,喜界島,a
88,1520,鹿児島県,笠利,a
88,1540,鹿児島県,中之島,a
88,1542,鹿児島県,天城,a
88,1647,鹿児島県,宝島,a
88,1654,鹿児島県,諏訪之瀬島,a
88,1655,鹿児島県,小宝島,a
88,1658,鹿児島県,平島,a
88,1625,鹿児島県,霧島牧園,a
91,0901,沖縄県,奥,a
91,0902,沖縄県,与那覇岳,a
91,0903,沖縄県,呉我山,a
91,47940,沖縄県,名護,s
91,0905,沖縄県,名嘉真,a
91,0906,沖縄県,読谷,a
91,0907,沖縄県,胡屋,a
91,47936,沖縄県,那覇,s
91,0909,沖縄県,糸数,a
91,1064,沖縄県,金武,a
91,47918,沖縄県,石垣島,s
91,1145,沖縄県,伊原間,a
91,1147,沖縄県,伊是名,a
91,47927,沖縄県,宮古島,s
91,47929,沖縄県,久米島,s
91,1152,沖縄県,渡嘉敷,a
91,1246,沖縄県,伊良部,a
91,1247,沖縄県,多良間,a
91,1248,沖縄県,城辺,a
91,1250,沖縄県,川平,a
91,1251,沖縄県,大原,a
91,47917,沖縄県,西表島,s
91,47912,沖縄県,与那国島,s
91,1354,沖縄県,波照間,a
91,47945,沖縄県,南大東（南大東島）,s
91,1373,沖縄県,本部,a
91,1374,沖縄県,東,a
91,1482,沖縄県,安次嶺,a
91,1483,沖縄県,鏡原,a
91,1484,沖縄県,真栄里,a
91,1490,沖縄県,下地島,a
91,1491,沖縄県,仲筋,a
91,1493,沖縄県,所野,a
91,1494,沖縄県,志多阿原,a
91,1515,沖縄県,粟国,a
91,1516,沖縄県,慶良間,a
